op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-63,64,2d_batch_hidden:8x8,residual=<missing>,"ATTN_x_rsqrt=2d:batch_size,hidden@0-63",0.000000000,0.000035000,0.000000000,0.000000000,0.0,0.0,7168.0,0.0,0.0,7168.0,0.000082052,0.000117052,0.000117052,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000117052,communication,residual:none(missing_input),allreduce(rms_stats_per_batch_shard),{'meaning': 'split batch and hidden; approximate allreduce RMS statistic'}
1,0_ATTN_hc_fn_linear,GEMM,0-63,64,input_split,residual=<missing>,ATTN_F=replicated@0-63,0.000000000,0.000028000,0.000047430,0.000000000,10752.0,0.0,3776.0,10752.0,0.0,7168.0,0.000092500,0.000120500,0.000120500,0.000117052,0.000117052,0.000047430,0.265348375,,0,0.000000000,0.000190122,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,batch_split,"ATTN_F=replicated@0-63; ATTN_x_rsqrt=2d:batch_size,hidden@0-63",ATTN_pre_post_comb=batch_size@0,0.000127000,0.000000500,0.000000000,0.000000000,0.0,0.0,384.0,10752.0,0.0,7168.0,0.000000000,0.000000500,0.000127500,0.000364552,0.000317122,0.000000000,0.718892483,,0,0.000000000,0.000317622,compute,ATTN_F:none(replicated_local_slice+redundant_compute_representative_group); ATTN_x_rsqrt:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-127,128,hidden_split,previous=batch_size@0,chain_output=hidden@0-127,0.000000000,0.000003500,0.000000000,0.000000000,0.0,0.0,3584.0,10752.0,0.0,7168.0,0.000000000,0.000003500,0.000003500,0.000365052,0.000317622,0.000000000,0.720025946,,0,0.000000000,0.000321122,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-127,128,hidden_split,previous=hidden@0-127,chain_output=hidden@0-127,0.000000000,0.000003000,0.000000000,0.000000000,0.0,0.0,2240.0,10752.0,0.0,7168.0,0.000000000,0.000003000,0.000003000,0.000368552,0.000321122,0.000000000,0.727960186,,0,0.000000000,0.000324122,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
5,0_ATTN_attn_norm,RMSNORM,0-15,16,hidden_split,previous=hidden@0-127,attn_norm_output=hidden@0-15,0.000000000,0.000035000,0.000000000,0.000000000,0.0,0.0,7168.0,10752.0,0.0,7168.0,0.000048278,0.000083278,0.000083278,0.000371552,0.000324122,0.000000000,0.734760963,,0,0.000000000,0.000407400,communication,previous:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
6,0_q_a_linear,GEMM,0-255,256,2d_batch_output:2x128,attn_norm_output=hidden@0-15,"chain_output=2d:batch_size,q_lora_rank@0-255",0.000051750,0.000112000,0.000379439,0.000000000,86016.0,0.0,28720.0,96768.0,0.0,28720.0,0.000000000,0.000112000,0.000163750,0.000506580,0.000441126,0.000379439,1.000000000,0.000488556,0,0.000000000,0.000191711,compute,attn_norm_output:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
7,0_q_norm,RMSNORM,0-7,8,batch_split,"previous=2d:batch_size,q_lora_rank@0-255",q_lora_normed=batch_size@0-7,0.000087000,0.000015000,0.000000000,0.000000000,0.0,0.0,3072.0,96768.0,0.0,28720.0,0.000000000,0.000015000,0.000102000,0.000705580,0.000278711,0.000000000,0.631817114,,0,0.000000000,0.000293711,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated),none,{'meaning': 'split batch/tokens; full hidden per core'}
8,0_q_b_linear,GEMM,0-255,256,output_split,q_lora_normed=batch_size@0-7,chain_output=heads*head_dim@0-255,0.000097500,0.000768000,0.001834578,0.000000000,393216.0,0.0,14336.0,489984.0,0.0,28720.0,0.000000000,0.001461391,0.001558891,0.000818080,0.000391211,0.000373187,0.886846254,,1,0.000100000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-127,128,hidden_split,previous=heads*head_dim@0-255,query_heads_normed=heads*head_dim@0-127,0.000195750,0.000040000,0.000000000,0.000000000,0.0,0.0,8192.0,489984.0,0.0,28720.0,0.000110486,0.000150486,0.000346236,0.002475221,0.000195750,0.000000000,0.443750704,,0,0.000000000,0.000346236,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
10,0_q_rope,ELEMENTWISE,0,1,heads*head_dim_split,query_heads_normed=heads*head_dim@0-127,chain_output=heads*head_dim@0,0.000000000,0.000128000,0.000000000,0.000000000,0.0,0.0,131072.0,489984.0,0.0,131072.0,0.000000000,0.000128000,0.000128000,0.002625707,0.000346236,0.000000000,0.784891535,,0,0.000000000,0.000474236,compute,query_heads_normed:none(compatible_shards+redundant_compute_representative_group),gather(output_for_remote),{'meaning': 'split semantic axis; preserve elementwise layout'}
11,0_kv_linear,GEMM,0-127,128,2d_batch_output:2x64,attn_norm_output=hidden@0-15,"chain_output=2d:batch_size,head_dim@0-127",0.000051750,0.000112000,0.000252959,0.000000000,57344.0,0.0,28704.0,547328.0,0.0,131072.0,0.000000000,0.000112000,0.000163750,0.002805457,0.000441126,0.000252959,1.000000000,0.002720597,0,0.000000000,0.000385027,compute,attn_norm_output:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
12,0_kv_norm,RMSNORM,0-7,8,batch_split,"previous=2d:batch_size,head_dim@0-127",window_kv_normed=batch_size@0-7,0.000065000,0.000005000,0.000000000,0.000000000,0.0,0.0,1024.0,547328.0,0.0,131072.0,0.000000000,0.000005000,0.000070000,0.002982457,0.000441126,0.000000000,1.000000000,0.002973556,0,0.000000000,0.000455027,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; full hidden per core'}
13,0_kv_rope,ELEMENTWISE,0,1,batch_split,window_kv_normed=batch_size@0-7,chain_output=batch_size@0,0.000000000,0.000001000,0.000000000,0.000000000,0.0,0.0,1024.0,547328.0,0.0,131072.0,0.000000000,0.000001000,0.000001000,0.002987457,0.000441126,0.000000000,1.000000000,0.002973556,0,0.000000000,0.000456027,compute,window_kv_normed:none(compatible_shards+redundant_compute_representative_group),gather(output_for_remote),{'meaning': 'split batch/tokens; preserve elementwise layout'}
14,0_hca_compressor_wkv,GEMM,0-255,256,2d_batch_output:2x128,attn_norm_output=hidden@0-15,"hca_compressor_kv=2d:batch_size,hca_compressor_projected@0-255",0.000051750,0.000112000,0.000352959,0.000000000,57344.0,0.0,57376.0,604672.0,0.0,131072.0,0.000000000,0.000112000,0.000163750,0.003040207,0.000441126,0.000352959,1.000000000,0.002973556,1,0.000100000,0.000181957,compute,attn_norm_output:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
15,0_hca_compressor_wgate,GEMM,0-255,256,2d_batch_output:2x128,attn_norm_output=hidden@0-15,"hca_compressor_gate=2d:batch_size,hca_compressor_projected@0-255",0.000051750,0.000112000,0.000352959,0.000000000,57344.0,0.0,57376.0,662016.0,0.0,131072.0,0.000000000,0.000185903,0.000237653,0.003203957,0.000233707,0.000167057,0.529797319,,1,0.000100000,0.000000000,local_dram,attn_norm_output:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
16,0_hca_compressor_score_softmax,SOFTMAX,0-31,32,hca_compressor_window_split,"hca_compressor_gate=2d:batch_size,hca_compressor_projected@0-255",hca_compressor_scores=hca_compressor_window@0-31,0.000087000,0.000020000,0.000000000,0.000000000,0.0,0.0,8192.0,662016.0,0.0,131072.0,0.000065087,0.000085087,0.000172087,0.003476860,0.000087000,0.000000000,0.197222535,,0,0.000000000,0.000172087,communication,hca_compressor_gate:alltoall_reshuffle(sharded_to_sharded),allreduce(softmax_max_sum),{'meaning': 'split softmax axis; allreduce max/sum statistics'}
17,0_hca_compressor_kv_mul_score,ELEMENTWISE,0-63,64,hca_compressor_window_split,"hca_compressor_kv=2d:batch_size,hca_compressor_projected@0-255; hca_compressor_scores=hca_compressor_window@0-31",hca_compressor_weighted_kv=hca_compressor_window@0-63,0.000087000,0.000002000,0.000000000,0.000000000,0.0,0.0,4096.0,662016.0,0.0,131072.0,0.000000000,0.000002000,0.000089000,0.003648947,0.000259087,0.000000000,0.587330536,,0,0.000000000,0.000261087,compute,hca_compressor_kv:alltoall_reshuffle(sharded_to_sharded_or_replicated); hca_compressor_scores:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
18,0_hca_compressor_kv_reducesum,REDUCE_SUM,0-127,128,hca_compressor_head_dim_split,hca_compressor_weighted_kv=hca_compressor_window@0-63,hca_compressor_pooled_kv=hca_compressor_head_dim@0-127,0.000090250,0.000001000,0.000000000,0.000000000,0.0,0.0,1032.0,662016.0,0.0,131072.0,0.000000000,0.000001000,0.000091250,0.003741197,0.000351337,0.000000000,0.796454431,,0,0.000000000,0.000352337,compute,hca_compressor_weighted_kv:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split output hidden; reduce_dim is local'}
19,0_hca_compressor_kv_rmsnorm,RMSNORM,0,1,hidden_split,hca_compressor_pooled_kv=hca_compressor_head_dim@0-127,hca_compressor_kv_normed=hca_compressor_head_dim@0,0.000000000,0.000005000,0.000000000,0.000000000,0.0,0.0,2048.0,662016.0,0.0,131072.0,0.000000000,0.000005000,0.000005000,0.003742197,0.000352337,0.000000000,0.798721356,,0,0.000000000,0.000357337,compute,hca_compressor_pooled_kv:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
