op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-7,8,batch_split,residual=<missing>,ATTN_x_rsqrt=batch_size@0-7,0.000000000,0.000280000,0.000000000,0.000000000,0.0,0.0,57344.0,0.0,0.0,57344.0,0.000000000,0.000280000,0.000280000,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000280000,compute,residual:none(missing_input),none,{'meaning': 'split batch/tokens; full hidden per core'}
1,0_ATTN_hc_fn_linear,GEMM,0-63,64,input_split,residual=<missing>,ATTN_F=replicated@0-63,0.000000000,0.000028000,0.000042905,0.000000000,10752.0,0.0,3776.0,10752.0,0.0,57344.0,0.000104500,0.000132500,0.000132500,0.000280000,0.000280000,0.000042905,0.116946851,,0,0.000000000,0.000369595,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,batch_split,ATTN_F=replicated@0-63; ATTN_x_rsqrt=batch_size@0-7,ATTN_pre_post_comb=batch_size@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,384.0,10752.0,0.0,57344.0,0.000000000,0.000000500,0.000000500,0.000412500,0.000369595,0.000000000,0.154367772,,0,0.000000000,0.000370095,compute,ATTN_F:none(replicated_local_slice+redundant_compute_representative_group); ATTN_x_rsqrt:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-127,128,hidden_split,previous=batch_size@0,chain_output=hidden@0-127,0.000000000,0.000003500,0.000000000,0.000000000,0.0,0.0,3584.0,10752.0,0.0,57344.0,0.000000000,0.000003500,0.000003500,0.000413000,0.000370095,0.000000000,0.154576606,,0,0.000000000,0.000373595,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-63,64,hidden_split,previous=hidden@0-127,chain_output=hidden@0-63,0.000000000,0.000005500,0.000000000,0.000000000,0.0,0.0,4480.0,10752.0,0.0,57344.0,0.000000000,0.000005500,0.000005500,0.000416500,0.000373595,0.000000000,0.156038441,,0,0.000000000,0.000379095,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split output hidden; reduce_dim is local'}
5,0_ATTN_attn_norm,RMSNORM,0-7,8,batch_split,previous=hidden@0-63,attn_norm_output=batch_size@0-7,0.000085000,0.000070000,0.000000000,0.000000000,0.0,0.0,14336.0,10752.0,0.0,57344.0,0.000000000,0.000070000,0.000155000,0.000507000,0.000464095,0.000000000,0.193837335,,0,0.000000000,0.000534095,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; full hidden per core'}
6,0_q_a_linear,GEMM,0-255,256,2d_batch_output:2x128,attn_norm_output=batch_size@0-7,"chain_output=2d:batch_size,q_lora_rank@0-255",0.000000000,0.000112000,0.000343240,0.000000000,86016.0,0.0,28720.0,96768.0,0.0,57344.0,0.000000000,0.000112000,0.000112000,0.000577000,0.000534095,0.000343240,0.223074047,,0,0.000000000,0.000302855,compute,attn_norm_output:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
7,0_q_norm,RMSNORM,0-31,32,2d_batch_q_lora_rank:8x4,"previous=2d:batch_size,q_lora_rank@0-255","q_lora_normed=2d:batch_size,q_lora_rank@0-31",0.000090750,0.000004000,0.000000000,0.000000000,0.0,0.0,768.0,96768.0,0.0,57344.0,0.000065043,0.000069043,0.000159793,0.000779750,0.000393605,0.000000000,0.164396098,,0,0.000000000,0.000462649,communication,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated),allreduce(rms_stats_per_batch_shard),{'meaning': 'split batch and hidden; approximate allreduce RMS statistic'}
8,0_q_b_linear,GEMM,0-255,256,output_split,"q_lora_normed=2d:batch_size,q_lora_rank@0-31",chain_output=heads*head_dim@0-255,0.000213000,0.000768000,0.001569096,0.000000000,393216.0,0.0,14336.0,489984.0,0.0,57344.0,0.000000000,0.000893447,0.001106447,0.001061793,0.000675649,0.000675649,0.282196412,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-127,128,hidden_split,previous=heads*head_dim@0-255,query_heads_normed=heads*head_dim@0-127,0.000308250,0.000040000,0.000000000,0.000000000,0.0,0.0,8192.0,489984.0,0.0,57344.0,0.000110486,0.000150486,0.000458736,0.002263490,0.000308250,0.000000000,0.128745953,,0,0.000000000,0.000458736,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
