op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-7,8,hidden_split,residual=<missing>,ATTN_x_rsqrt=hidden@0-7,0.000000000,0.000035000,0.000000000,0.000000000,0.0,0.0,7168.0,0.0,0.0,7168.0,0.000057526,0.000092526,0.000092526,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000092526,communication,residual:none(missing_input),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
1,0_ATTN_hc_fn_linear,GEMM,0-31,32,input_split,residual=<missing>,ATTN_F=replicated@0-31,0.000000000,0.000028000,0.000085810,0.000000000,21504.0,0.0,920.0,21504.0,0.0,7168.0,0.000107260,0.000135260,0.000135260,0.000092526,0.000092526,0.000085810,0.038645104,,0,0.000000000,0.000141977,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,hidden_split,ATTN_F=replicated@0-31; ATTN_x_rsqrt=hidden@0-7,ATTN_pre_post_comb=hidden@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,48.0,21504.0,0.0,7168.0,0.000000000,0.000000500,0.000000500,0.000227786,0.000141977,0.000000000,0.059298961,,0,0.000000000,0.000142477,compute,ATTN_F:none(replicated_local_slice+redundant_compute_representative_group); ATTN_x_rsqrt:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-127,128,hidden_split,previous=hidden@0,chain_output=hidden@0-127,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,448.0,21504.0,0.0,7168.0,0.000000000,0.000000500,0.000000500,0.000228286,0.000142477,0.000000000,0.059507795,,0,0.000000000,0.000142977,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-127,128,hidden_split,previous=hidden@0-127,chain_output=hidden@0-127,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,280.0,21504.0,0.0,7168.0,0.000000000,0.000000500,0.000000500,0.000228786,0.000142977,0.000000000,0.059716628,,0,0.000000000,0.000143477,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
5,0_ATTN_attn_norm,RMSNORM,0,1,hidden_split,previous=hidden@0-127,attn_norm_output=hidden@0,0.000000000,0.000070000,0.000000000,0.000000000,0.0,0.0,14336.0,21504.0,0.0,14336.0,0.000000000,0.000070000,0.000070000,0.000229286,0.000143477,0.000000000,0.059925462,,0,0.000000000,0.000213477,compute,previous:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
6,0_q_a_linear,GEMM,0-255,256,output_split,attn_norm_output=hidden@0,chain_output=q_lora_rank@0-255,0.000000000,0.000112000,0.000171620,0.000000000,43008.0,0.0,7174.0,64512.0,0.0,14336.0,0.000000000,0.000112000,0.000112000,0.000299286,0.000213477,0.000171620,0.089162175,,0,0.000000000,0.000153857,compute,attn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
7,0_q_norm,RMSNORM,0-1,2,hidden_split,previous=q_lora_rank@0-255,q_lora_normed=q_lora_rank@0-1,0.000192000,0.000007500,0.000000000,0.000000000,0.0,0.0,1536.0,64512.0,0.0,14336.0,0.000019509,0.000027009,0.000219009,0.000603286,0.000345857,0.000000000,0.144453042,,0,0.000000000,0.000372865,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
8,0_q_b_linear,GEMM,0-255,256,output_split,q_lora_normed=q_lora_rank@0-1,chain_output=heads*head_dim@0-255,0.000011000,0.000384000,0.001569096,0.000000000,393216.0,0.0,1792.0,457728.0,0.0,14336.0,0.000000000,0.001185230,0.001196230,0.000641295,0.000383865,0.000383865,0.160328026,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-15,16,hidden_split,previous=heads*head_dim@0-255,query_heads_normed=heads*head_dim@0-15,0.000195750,0.000040000,0.000000000,0.000000000,0.0,0.0,8192.0,457728.0,0.0,14336.0,0.000076035,0.000116035,0.000311785,0.002022275,0.000195750,0.000000000,0.081758379,,0,0.000000000,0.000311785,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
