op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-7,8,batch_split,residual=<missing>,ATTN_x_rsqrt=batch_size@0-7,0.000000000,0.000280000,0.000000000,0.000000000,0.0,0.0,57344.0,0.0,0.0,57344.0,0.000000000,0.000280000,0.000280000,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000280000,compute,residual:none(missing_input),none,{'meaning': 'split batch/tokens; full hidden per core'}
1,0_ATTN_hc_fn_linear,GEMM,0-127,128,input_split,residual=<missing>,ATTN_F=replicated@0-127,0.000000000,0.000014000,0.000021452,0.000000000,5376.0,0.0,1984.0,5376.0,0.0,57344.0,0.000246417,0.000260417,0.000260417,0.000280000,0.000280000,0.000021452,0.116946851,,0,0.000000000,0.000518964,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,batch_split,ATTN_F=replicated@0-127; ATTN_x_rsqrt=batch_size@0-7,ATTN_pre_post_comb=batch_size@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,384.0,5376.0,0.0,57344.0,0.000000000,0.000000500,0.000000500,0.000540417,0.000518964,0.000000000,0.216754384,,0,0.000000000,0.000519464,compute,ATTN_F:none(replicated_local_slice+redundant_compute_representative_group); ATTN_x_rsqrt:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-7,8,batch_split,previous=batch_size@0,chain_output=batch_size@0-7,0.000000000,0.000056000,0.000000000,0.000000000,0.0,0.0,57344.0,5376.0,0.0,57344.0,0.000000000,0.000056000,0.000056000,0.000540917,0.000519464,0.000000000,0.216963218,,0,0.000000000,0.000575464,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-7,8,batch_split,previous=batch_size@0-7,chain_output=batch_size@0-7,0.000000000,0.000042000,0.000000000,0.000000000,0.0,0.0,35840.0,5376.0,0.0,57344.0,0.000000000,0.000042000,0.000042000,0.000596917,0.000575464,0.000000000,0.240352588,,0,0.000000000,0.000617464,compute,previous:none(compatible_shards),none,{'meaning': 'split batch/tokens; reduce axis is local'}
5,0_ATTN_attn_norm,RMSNORM,0-7,8,batch_split,previous=batch_size@0-7,attn_norm_output=batch_size@0-7,0.000000000,0.000070000,0.000000000,0.000000000,0.0,0.0,14336.0,5376.0,0.0,57344.0,0.000000000,0.000070000,0.000070000,0.000638917,0.000617464,0.000000000,0.257894616,,0,0.000000000,0.000687464,compute,previous:none(compatible_shards),none,{'meaning': 'split batch/tokens; full hidden per core'}
6,0_q_a_linear,GEMM,0-255,256,2d_batch_output:2x128,attn_norm_output=batch_size@0-7,"chain_output=2d:batch_size,q_lora_rank@0-255",0.000000000,0.000112000,0.000343240,0.000000000,86016.0,0.0,28720.0,91392.0,0.0,57344.0,0.000000000,0.000112000,0.000112000,0.000708917,0.000687464,0.000343240,0.287131329,,0,0.000000000,0.000456225,compute,attn_norm_output:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
7,0_q_norm,RMSNORM,0,1,batch_split,"previous=2d:batch_size,q_lora_rank@0-255",q_lora_normed=batch_size@0,0.000199500,0.000120000,0.000000000,0.000000000,0.0,0.0,24576.0,91392.0,0.0,57344.0,0.000000000,0.000120000,0.000319500,0.001020417,0.000655725,0.000000000,0.273874701,,0,0.000000000,0.000775725,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated),none,{'meaning': 'split batch/tokens; full hidden per core'}
8,0_q_b_linear,GEMM,0-255,256,output_split,q_lora_normed=batch_size@0,chain_output=heads*head_dim@0-255,0.000000000,0.000768000,0.001569096,0.000000000,393216.0,0.0,14336.0,484608.0,0.0,57344.0,0.000000000,0.000793371,0.000793371,0.001140417,0.000775725,0.000775725,0.323994780,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-63,64,hidden_split,previous=heads*head_dim@0-255,query_heads_normed=heads*head_dim@0-63,0.000638250,0.000080000,0.000000000,0.000000000,0.0,0.0,16384.0,484608.0,0.0,57344.0,0.000142417,0.000222417,0.000860667,0.002572038,0.000638250,0.000000000,0.266576171,,0,0.000000000,0.000860667,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
