op_index,op_name,transform_start_ms,dram_start_ms,dram_end_ms,compute_start_ms,op_end_ms
0,0_ATTN_x_rsqrt,0.0,0.0,0.0,0.0,9.2526e-05
1,0_ATTN_hc_fn_linear,9.2526e-05,0.0,8.581e-05,9.2526e-05,0.000227786
2,0_ATTN_F_rsqrt,0.000227786,0.0,8.581e-05,0.000227786,0.00022828600000000002
3,0_ATTN_pre_x,0.00022828600000000002,0.0,8.581e-05,0.00022828600000000002,0.00022878600000000003
4,0_ATTN_pre_x_reducesum,0.00022878600000000003,0.0,8.581e-05,0.00022878600000000003,0.00023928600000000004
5,0_ATTN_attn_norm,0.00023928600000000004,0.0,8.581e-05,0.00025953600000000004,0.00032953600000000006
6,0_q_a_linear,0.00032953600000000006,8.581e-05,0.00025743,0.00032953600000000006,0.0004415360000000001
7,0_q_norm,0.0004415360000000001,0.0,0.00025743,0.0006335360000000001,0.0006605450000000001
8,0_q_b_linear,0.0006605450000000001,0.00025743,0.0018265260000000002,0.0006745450000000001,0.0018265260000000002
9,0_qb_rnorm,0.0018265260000000002,0.0,0.0018265260000000002,0.002029776,0.002145811
10,0_q_rope,0.002145811,0.0,0.0018265260000000002,0.002145811,0.002161811
11,0_kv_linear,0.002161811,0.0018265260000000002,0.0019409390000000002,0.002161811,0.002273811
12,0_kv_norm,0.002273811,0.0,0.0019409390000000002,0.002273811,0.002278811
13,0_kv_rope,0.002278811,0.0,0.0019409390000000002,0.002278811,0.002279311
14,0_hca_compressor_wkv,0.002279311,0.0019409390000000002,0.0020553520000000003,0.002279311,0.002391311
15,0_hca_compressor_wgate,0.002391311,0.0020553520000000003,0.0025130050000000004,0.002391311,0.0025130050000000004
16,0_hca_compressor_score_softmax,0.0025130050000000004,0.0,0.0025130050000000004,0.0026050050000000005,0.0027210740000000004
17,0_hca_compressor_kv_mul_score,0.0027210740000000004,0.0,0.0025130050000000004,0.0029130740000000003,0.002945074
18,0_hca_compressor_kv_reducesum,0.002945074,0.0,0.0025130050000000004,0.0030258240000000003,0.0030268240000000004
19,0_hca_compressor_kv_rmsnorm,0.0030268240000000004,0.0,0.0025130050000000004,0.0030268240000000004,0.0030318240000000002
20,0_hca_compressor_kv_rope,0.0030318240000000002,0.0,0.0025130050000000004,0.0030318240000000002,0.0030323240000000003
