op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
10,0_q_rope,ELEMENTWISE,0,1,heads*head_dim_split,query_heads_normed=heads*head_dim@0-31,chain_output=heads*head_dim@0,0.000000000,0.000016000,0.000000000,0.000000000,0.0,0.0,16384.0,1755648.0,0.0,57344.0,0.000000000,0.000016000,0.000016000,0.007093346,0.000150793,0.000000000,0.034666333,,0,0.000000000,0.000166793,compute,query_heads_normed:none(compatible_shards+redundant_compute_representative_group),gather(output_for_remote),{'meaning': 'split semantic axis; preserve elementwise layout'}
11,0_kv_linear,GEMM,0-63,64,input_split,attn_norm_output=hidden@0-31,chain_output=replicated@0-63,0.000000000,0.000064000,0.000226762,0.000000000,57344.0,0.0,624.0,1812992.0,0.0,57344.0,0.000116667,0.000180667,0.000180667,0.007109346,0.000166793,0.000166793,0.038344619,,0,0.000000000,0.000120698,communication,attn_norm_output:none(compatible_shards+redundant_compute_representative_group),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
12,0_kv_norm,RMSNORM,0,1,replicated_hidden,previous=replicated@0-63,window_kv_normed=replicated@0,0.000000000,0.000005000,0.000000000,0.000000000,0.0,0.0,1024.0,1812992.0,0.0,57344.0,0.000000000,0.000005000,0.000005000,0.007290013,0.000120698,0.000000000,0.027747694,,0,0.000000000,0.000125698,compute,previous:none(replicated_to_replicated_subset),none,{'meaning': 'full hidden on each core'}
13,0_kv_rope,ELEMENTWISE,0,1,batch_split,window_kv_normed=replicated@0,chain_output=batch_size@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,128.0,1812992.0,0.0,57344.0,0.000000000,0.000000500,0.000000500,0.007295013,0.000125698,0.000000000,0.028897158,,0,0.000000000,0.000126198,compute,window_kv_normed:none(replicated_local_slice),gather(output_for_remote),{'meaning': 'split batch/tokens; preserve elementwise layout'}
14,0_hca_compressor_wkv,GEMM,0-63,64,input_split,attn_norm_output=hidden@0-31,hca_compressor_kv=replicated@0-63,0.000000000,0.000064000,0.000453523,0.000000000,114688.0,0.0,1248.0,1927680.0,0.0,57344.0,0.000155333,0.000482658,0.000482658,0.007295513,0.000126198,0.000126198,0.029012105,,0,0.000000000,0.000155333,local_dram,attn_norm_output:none(compatible_shards+redundant_compute_representative_group),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
15,0_hca_compressor_wgate,GEMM,0-63,64,output_split,attn_norm_output=hidden@0-31,hca_compressor_gate=hca_compressor_projected@0-63,0.000082000,0.000112000,0.000453523,0.000000000,114688.0,0.0,14352.0,2042368.0,0.0,57344.0,0.000000000,0.000216190,0.000298190,0.007860171,0.000237333,0.000237333,0.054561248,,0,0.000000000,0.000000000,local_dram,attn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
16,0_hca_compressor_score_softmax,SOFTMAX,0-31,32,hca_compressor_window_split,hca_compressor_gate=hca_compressor_projected@0-63,hca_compressor_scores=hca_compressor_window@0-31,0.000043000,0.000020000,0.000000000,0.000000000,0.0,0.0,8192.0,2042368.0,0.0,57344.0,0.000065087,0.000085087,0.000128087,0.008119362,0.000043000,0.000000000,0.009885395,,0,0.000000000,0.000128087,communication,hca_compressor_gate:alltoall_reshuffle(sharded_to_sharded),allreduce(softmax_max_sum),{'meaning': 'split softmax axis; allreduce max/sum statistics'}
17,0_hca_compressor_kv_mul_score,ELEMENTWISE,0-63,64,hca_compressor_window_split,hca_compressor_kv=replicated@0-63; hca_compressor_scores=hca_compressor_window@0-31,hca_compressor_weighted_kv=hca_compressor_window@0-63,0.000000000,0.000002000,0.000000000,0.000000000,0.0,0.0,4096.0,2042368.0,0.0,57344.0,0.000000000,0.000002000,0.000002000,0.008204448,0.000128087,0.000000000,0.029446247,,0,0.000000000,0.000130087,compute,hca_compressor_kv:none(replicated_local_slice); hca_compressor_scores:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
18,0_hca_compressor_kv_reducesum,REDUCE_SUM,0-31,32,hca_compressor_head_dim_split,hca_compressor_weighted_kv=hca_compressor_window@0-63,hca_compressor_pooled_kv=hca_compressor_head_dim@0-31,0.000090250,0.000004000,0.000000000,0.000000000,0.0,0.0,4128.0,2042368.0,0.0,57344.0,0.000000000,0.000004000,0.000094250,0.008296698,0.000220337,0.000000000,0.050653867,,0,0.000000000,0.000224337,compute,hca_compressor_weighted_kv:alltoall_reshuffle(sharded_to_sharded_or_replicated),none,{'meaning': 'split output hidden; reduce_dim is local'}
19,0_hca_compressor_kv_rmsnorm,RMSNORM,0,1,hidden_split,hca_compressor_pooled_kv=hca_compressor_head_dim@0-31,hca_compressor_kv_normed=hca_compressor_head_dim@0,0.000000000,0.000005000,0.000000000,0.000000000,0.0,0.0,2048.0,2042368.0,0.0,57344.0,0.000000000,0.000005000,0.000005000,0.008300698,0.000224337,0.000000000,0.051573439,,0,0.000000000,0.000229337,compute,hca_compressor_pooled_kv:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
20,0_hca_compressor_kv_rope,ELEMENTWISE,0,1,batch_split,hca_compressor_kv_normed=hca_compressor_head_dim@0,compressed_kv_cache=batch_size@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,2048.0,2042368.0,0.0,57344.0,0.000000000,0.000000500,0.000000500,0.008305698,0.000229337,0.000000000,0.052722903,,0,0.000000000,0.000229837,compute,hca_compressor_kv_normed:alltoall_reshuffle(sharded_to_sharded_or_replicated),gather(output_for_remote),{'meaning': 'split batch/tokens; preserve elementwise layout'}
21,0_DV_FA_flash_attn,REMOTE,0-63,64,manual,previous=batch_size@0,core_attn_output=replicated@0-63,0.000000000,0.001457000,0.000000000,0.000000000,0.0,0.0,0.0,2042368.0,0.0,57344.0,0.000154000,0.001611000,0.001611000,0.008306198,0.000229837,0.000000000,0.052837850,,0,0.000000000,0.001840837,compute,previous:none,broadcast(remote_output),{'meaning': 'manual fixed-time remote/custom op'}
22,0_inverse_rope,ELEMENTWISE,0-31,32,hidden_split,core_attn_output=replicated@0-63,chain_output=hidden@0-31,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,512.0,2042368.0,0.0,57344.0,0.000000000,0.000000500,0.000000500,0.009917198,0.001840837,0.000000000,0.423195311,,0,0.000000000,0.001841337,compute,core_attn_output:none(replicated_local_slice),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
23,0_wo_a_linear,GEMM,0-63,64,output_split,core_attn_output=replicated@0-63,chain_output=o_lora_rank@0-63,0.000000000,0.000256000,0.000259156,0.000000000,65536.0,0.0,65792.0,2107904.0,0.0,65792.0,0.000000000,0.000256000,0.000256000,0.009917698,0.001841337,0.000259156,0.423310258,,0,0.000000000,0.001838181,compute,core_attn_output:none(replicated_to_replicated_subset),none,{'meaning': 'split N/output features; column parallel'}
24,0_wo_b_linear,GEMM,0-63,64,output_split,previous=o_lora_rank@0-63,o_b_proj_attnout=hidden@0-63,0.000162000,0.001792000,0.007256375,0.000000000,1835008.0,0.0,16496.0,3942912.0,0.0,65792.0,0.000000000,0.005256194,0.005418194,0.010335698,0.002000181,0.002000181,0.459827308,,0,0.000000000,0.000000000,local_dram,previous:allgather(previous_shards_to_replicated),none,{'meaning': 'split N/output features; column parallel'}
25,0_ATTN_post_attnout,ELEMENTWISE,0-63,64,hidden_split,o_b_proj_attnout=hidden@0-63; ATTN_pre_post_comb=hidden@0-15,chain_output=hidden@0-63,0.000000000,0.000001000,0.000000000,0.000000000,0.0,0.0,896.0,3942912.0,0.0,65792.0,0.000000000,0.000001000,0.000001000,0.015591893,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000001000,compute,o_b_proj_attnout:none(compatible_shards); ATTN_pre_post_comb:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
26,0_ATTN_comb_residual,ELEMENTWISE,0-31,32,hidden_split,ATTN_pre_post_comb=hidden@0-15; residual=<missing>,ATTN_comb_residual=hidden@0-31,0.000000000,0.000007000,0.000000000,0.000000000,0.0,0.0,7168.0,3942912.0,0.0,65792.0,0.000000000,0.000007000,0.000007000,0.015592893,0.000001000,0.000000000,0.000229893,,0,0.000000000,0.000008000,compute,ATTN_pre_post_comb:none(compatible_shards+redundant_compute_representative_group); residual:none(missing_input),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
27,0_ATTN_comb_residual_reducesum,REDUCE_SUM,0-31,32,hidden_split,previous=hidden@0-31,ATTN_comb_residual_reducesum=hidden@0-31,0.000000000,0.000005500,0.000000000,0.000000000,0.0,0.0,4480.0,3942912.0,0.0,65792.0,0.000000000,0.000005500,0.000005500,0.015599893,0.000008000,0.000000000,0.001839143,,0,0.000000000,0.000013500,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
28,0_ATTN_add,ELEMENTWISE,0-31,32,hidden_split,ATTN_comb_residual_reducesum=hidden@0-31; ATTN_comb_residual=hidden@0-31,residual=hidden@0-31,0.000000000,0.000002000,0.000000000,0.000000000,0.0,0.0,1792.0,3942912.0,0.0,65792.0,0.000000000,0.000002000,0.000002000,0.015605393,0.000013500,0.000000000,0.003103554,,0,0.000000000,0.000015500,compute,ATTN_comb_residual_reducesum:none(compatible_shards); ATTN_comb_residual:none(compatible_shards),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
29,0_FFN_x_rsqrt,RMSNORM,0-15,16,hidden_split,residual=hidden@0-31,FFN_x_rsqrt=hidden@0-15,0.000000000,0.000017500,0.000000000,0.000000000,0.0,0.0,3584.0,3942912.0,0.0,65792.0,0.000048035,0.000065535,0.000065535,0.015607393,0.000015500,0.000000000,0.003563340,,0,0.000000000,0.000081035,communication,residual:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
30,0_FFN_hc_fn_linear,GEMM,0-31,32,input_split,residual=hidden@0-31,FFN_F=replicated@0-31,0.000000000,0.000028000,0.000085036,0.000000000,21504.0,0.0,920.0,3964416.0,0.0,65792.0,0.000065260,0.000093260,0.000093260,0.015672928,0.000081035,0.000081035,0.018629307,,0,0.000000000,0.000089259,communication,residual:none(compatible_shards),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
31,0_FFN_F_rsqrt,ELEMENTWISE,0,1,hidden_split,FFN_F=replicated@0-31; FFN_x_rsqrt=hidden@0-15,FFN_pre_post_comb=hidden@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,48.0,3964416.0,0.0,65792.0,0.000000000,0.000000500,0.000000500,0.015766188,0.000089259,0.000000000,0.020520124,,0,0.000000000,0.000089759,compute,FFN_F:none(replicated_local_slice+redundant_compute_representative_group); FFN_x_rsqrt:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
32,0_FFN_pre_x,ELEMENTWISE,0-31,32,hidden_split,previous=hidden@0,chain_output=hidden@0-31,0.000000000,0.000002000,0.000000000,0.000000000,0.0,0.0,1792.0,3964416.0,0.0,65792.0,0.000000000,0.000002000,0.000002000,0.015766688,0.000089759,0.000000000,0.020635070,,0,0.000000000,0.000091759,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
33,0_FFN_pre_x_reducesum,REDUCE_SUM,0-31,32,hidden_split,previous=hidden@0-31,chain_output=hidden@0-31,0.000000000,0.000001500,0.000000000,0.000000000,0.0,0.0,1120.0,3964416.0,0.0,65792.0,0.000000000,0.000001500,0.000001500,0.015768688,0.000091759,0.000000000,0.021094856,,0,0.000000000,0.000093259,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
34,0_FFN_ffn_norm,RMSNORM,0,1,hidden_split,previous=hidden@0-31,ffn_norm_output=hidden@0,0.000000000,0.000070000,0.000000000,0.000000000,0.0,0.0,14336.0,3964416.0,0.0,65792.0,0.000000000,0.000070000,0.000070000,0.015770188,0.000093259,0.000000000,0.021439696,,0,0.000000000,0.000163259,compute,previous:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats); gather(output_for_remote),{'meaning': 'split hidden; allreduce RMS statistic'}
35,0_gate_linear,GEMM,0-63,64,output_split,ffn_norm_output=hidden@0,routing_scores=num_experts@0-63,0.000000000,0.000112000,0.000170071,0.000000000,43008.0,0.0,7174.0,4007424.0,0.0,65792.0,0.000000000,0.000112000,0.000112000,0.015840188,0.000163259,0.000163259,0.037532199,,0,0.000000000,0.000105188,compute,ffn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
36,0_gate_topk,TOPK,0,1,replicated,routing_scores=num_experts@0-63,routing_topk=replicated@0,0.000043000,0.000002000,0.000000000,0.000000000,0.0,0.0,414.0,4007424.0,0.0,65792.0,0.000000000,0.000002000,0.000045000,0.015995188,0.000148188,0.000000000,0.034067416,,0,0.000000000,0.000150188,compute,routing_scores:allgather(previous_shards_to_replicated),none,{'meaning': 'replicated top-k over full score axis'}
37,0_LPU_FFN,REMOTE,0-63,64,manual,ffn_norm_output=hidden@0; routing_topk=replicated@0,FFN_out=replicated@0-63,0.000000000,0.002130355,0.000000000,0.000000000,0.0,0.0,0.0,4007424.0,0.0,65792.0,0.000154000,0.002284355,0.002284355,0.015997188,0.000150188,0.000000000,0.034527202,,0,0.000000000,0.002434544,compute,ffn_norm_output:none; routing_topk:none,broadcast(remote_output),{'meaning': 'manual fixed-time remote/custom op'}
38,0_FFN_post_attnout,ELEMENTWISE,0-63,64,hidden_split,FFN_out=replicated@0-63; FFN_pre_post_comb=hidden@0,chain_output=hidden@0-63,0.000000000,0.000001000,0.000000000,0.000000000,0.0,0.0,896.0,4007424.0,0.0,65792.0,0.000000000,0.000001000,0.000001000,0.018281543,0.002434544,0.000000000,0.559684305,,0,0.000000000,0.002435544,compute,FFN_out:none(replicated_local_slice); FFN_pre_post_comb:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
39,0_FFN_comb_residual,ELEMENTWISE,0-31,32,hidden_split,FFN_pre_post_comb=hidden@0; residual=hidden@0-31,FFN_comb_residual=hidden@0-31,0.000000000,0.000007000,0.000000000,0.000000000,0.0,0.0,7168.0,4007424.0,0.0,65792.0,0.000000000,0.000007000,0.000007000,0.018282543,0.002435544,0.000000000,0.559914198,,0,0.000000000,0.002442544,compute,FFN_pre_post_comb:none(compatible_shards+redundant_compute_representative_group); residual:none(compatible_shards),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
40,0_FFN_comb_residual_reducesum,REDUCE_SUM,0-31,32,hidden_split,previous=hidden@0-31,FFN_comb_residual_reducesum=hidden@0-31,0.000000000,0.000005500,0.000000000,0.000000000,0.0,0.0,4480.0,4007424.0,0.0,65792.0,0.000000000,0.000005500,0.000005500,0.018289543,0.002442544,0.000000000,0.561523448,,0,0.000000000,0.002448044,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
41,0_FFN_add_layer_END,ELEMENTWISE,0-31,32,hidden_split,FFN_comb_residual_reducesum=hidden@0-31; FFN_comb_residual=hidden@0-31,residual=hidden@0-31,0.000000000,0.000002000,0.000000000,0.000000000,0.0,0.0,1792.0,4007424.0,0.0,65792.0,0.000000000,0.000002000,0.000002000,0.018295043,0.002448044,0.000000000,0.562787859,,0,0.000000000,0.002450044,compute,FFN_comb_residual_reducesum:none(compatible_shards); FFN_comb_residual:none(compatible_shards),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
42,1_ATTN_x_rsqrt,RMSNORM,0-15,16,hidden_split,residual=hidden@0-31,ATTN_x_rsqrt=hidden@0-15,0.000000000,0.000017500,0.000000000,0.000000000,0.0,0.0,3584.0,4007424.0,0.0,65792.0,0.000048035,0.000065535,0.000065535,0.018297043,0.002450044,0.000000000,0.563247645,,0,0.000000000,0.002515578,communication,residual:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
43,1_ATTN_hc_fn_linear,GEMM,0-63,64,input_split,residual=hidden@0-31,ATTN_F=replicated@0-63,0.000000000,0.000014000,0.000042518,0.000000000,10752.0,0.0,472.0,4018176.0,0.0,65792.0,0.000082312,0.000096312,0.000096312,0.018362578,0.002515578,0.000042518,0.578313612,,0,0.000000000,0.002569373,communication,residual:none(compatible_shards+redundant_compute_representative_group),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
44,1_ATTN_F_rsqrt,ELEMENTWISE,0,1,batch_split,ATTN_F=replicated@0-63; ATTN_x_rsqrt=hidden@0-15,ATTN_pre_post_comb=batch_size@0,0.000036000,0.000000500,0.000000000,0.000000000,0.0,0.0,48.0,4018176.0,0.0,65792.0,0.000000000,0.000000500,0.000036500,0.018494891,0.002605373,0.000000000,0.598956771,,0,0.000000000,0.002605873,compute,ATTN_F:none(replicated_local_slice); ATTN_x_rsqrt:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
45,1_ATTN_pre_x,ELEMENTWISE,0-31,32,hidden_split,previous=batch_size@0,chain_output=hidden@0-31,0.000000000,0.000002000,0.000000000,0.000000000,0.0,0.0,1792.0,4018176.0,0.0,65792.0,0.000000000,0.000002000,0.000002000,0.018495391,0.002605873,0.000000000,0.599071718,,0,0.000000000,0.002607873,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
46,1_ATTN_pre_x_reducesum,REDUCE_SUM,0-31,32,hidden_split,previous=hidden@0-31,chain_output=hidden@0-31,0.000000000,0.000001500,0.000000000,0.000000000,0.0,0.0,1120.0,4018176.0,0.0,65792.0,0.000000000,0.000001500,0.000001500,0.018497391,0.002607873,0.000000000,0.599531503,,0,0.000000000,0.002609373,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
47,1_ATTN_attn_norm,RMSNORM,0-1,2,hidden_split,previous=hidden@0-31,attn_norm_output=hidden@0-1,0.000000000,0.000035000,0.000000000,0.000000000,0.0,0.0,7168.0,4018176.0,0.0,65792.0,0.000012509,0.000047509,0.000047509,0.018498891,0.002609373,0.000000000,0.599876343,,0,0.000000000,0.002656882,compute,previous:none(compatible_shards+redundant_compute_representative_group),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
48,1_q_a_linear,GEMM,0-63,64,output_split,attn_norm_output=hidden@0-1,chain_output=q_lora_rank@0-63,0.000032500,0.000224000,0.000680285,0.000000000,172032.0,0.0,7192.0,4190208.0,0.0,65792.0,0.000000000,0.000224000,0.000256500,0.018578899,0.002689382,0.000680285,0.618269770,,0,0.000000000,0.002233097,compute,attn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
49,1_q_norm,RMSNORM,0-15,16,hidden_split,previous=q_lora_rank@0-63,q_lora_normed=q_lora_rank@0-15,0.000043000,0.000001000,0.000000000,0.000000000,0.0,0.0,192.0,4190208.0,0.0,65792.0,0.000048035,0.000049035,0.000092035,0.018845899,0.002276097,0.000000000,0.523258447,,0,0.000000000,0.002325131,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
50,1_q_b_linear,GEMM,0-63,64,output_split,q_lora_normed=q_lora_rank@0-15,chain_output=heads*head_dim@0-63,0.000030000,0.001536000,0.006219750,0.000000000,1572864.0,0.0,2560.0,5763072.0,0.0,65792.0,0.000000000,0.003864619,0.003894619,0.018924934,0.002355131,0.002355131,0.541427969,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
51,1_qb_rnorm,RMSNORM,0-31,32,hidden_split,previous=heads*head_dim@0-63,query_heads_normed=heads*head_dim@0-31,0.000065750,0.000020000,0.000000000,0.000000000,0.0,0.0,4096.0,5763072.0,0.0,65792.0,0.000065043,0.000085043,0.000150793,0.022855303,0.000065750,0.000000000,0.015115458,,0,0.000000000,0.000150793,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
52,1_q_rope,ELEMENTWISE,0,1,heads*head_dim_split,query_heads_normed=heads*head_dim@0-31,chain_output=heads*head_dim@0,0.000000000,0.000016000,0.000000000,0.000000000,0.0,0.0,16384.0,5763072.0,0.0,65792.0,0.000000000,0.000016000,0.000016000,0.022940346,0.000150793,0.000000000,0.034666333,,0,0.000000000,0.000166793,compute,query_heads_normed:none(compatible_shards+redundant_compute_representative_group),gather(output_for_remote),{'meaning': 'split semantic axis; preserve elementwise layout'}
53,1_kv_linear,GEMM,0-63,64,input_split,attn_norm_output=hidden@0-1,chain_output=replicated@0-63,0.000000000,0.000064000,0.000226762,0.000000000,57344.0,0.0,624.0,5820416.0,0.0,65792.0,0.000116667,0.000180667,0.000180667,0.022956346,0.000166793,0.000166793,0.038344619,,0,0.000000000,0.000120698,communication,attn_norm_output:none(compatible_shards+redundant_compute_representative_group),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
